driverId,avg_qualifying_pos,teammate_delta,fastest_lap_rate,position_delta,podium_rate,crash_rate,points_per_finish,experience
0,3.33160621761658,0.09844559585492228,0.25906735751295334,0.12435233160621761,0.7305699481865285,0.010362694300518135,18.7896174863388,193
2,1.7796610169491525,1.4745762711864407,0.2711864406779661,-1.9152542372881356,0.7796610169491526,0.01694915254237288,18.618181818181817,59
3,10.697368421052632,2.0,0.013071895424836602,-0.058823529411764705,0.058823529411764705,0.026143790849673203,5.283185840707965,153
7,9.094936708860759,-0.8343949044585988,0.04430379746835443,-0.8544303797468354,0.16455696202531644,0.04430379746835443,6.696296296296296,158
8,19.434782608695652,-2.0,0.0,-0.782608695652174,0.0,0.0,0.047619047619047616,23
12,9.205128205128204,-0.41025641025641024,0.01282051282051282,-1.2820512820512822,0.0641025641025641,0.07692307692307693,5.4,78
15,15.210526315789474,0.47368421052631576,0.0,-1.736842105263158,0.0,0.21052631578947367,0.0,19
17,12.241379310344827,-0.47368421052631576,0.0,0.48333333333333334,0.016666666666666666,0.016666666666666666,3.6222222222222222,60
19,7.251396648044692,0.11731843575418995,0.08888888888888889,-0.38333333333333336,0.3333333333333333,0.05,10.625806451612902,180
153,12.830882352941176,1.0661764705882353,0.0,-0.9705882352941176,0.007352941176470588,0.07352941176470588,1.6464646464646464,136
154,19.375,1.1875,0.0,1.25,0.0,0.0625,0.0,16
452,10.739495798319327,1.638655462184874,0.025,-0.7083333333333334,0.025,0.05,3.515151515151515,120
807,10.355072463768115,1.072992700729927,0.007246376811594203,-1.644927536231884,0.0,0.09420289855072464,3.723809523809524,138
812,15.052631578947368,-2.6842105263157894,0.0,0.02631578947368421,0.0,0.10526315789473684,1.2608695652173914,38
813,19.0,-2.0,0.0,1.0,0.0,0.0,0.0,1
814,9.411458333333334,-1.0052083333333333,0.046875,0.4010416666666667,0.15625,0.03125,7.204678362573099,192
816,7.934426229508197,-0.11475409836065574,0.08695652173913043,-0.5163043478260869,0.17391304347826086,0.02717391304347826,8.34640522875817,184
817,11.263157894736842,-0.7368421052631579,0.0,-1.2105263157894737,0.0,0.0,1.5714285714285714,19
819,19.6875,-1.4,0.0,2.375,0.0,0.125,0.0,16
820,14.725,-0.475,0.0,-0.725,0.0,0.1,0.0,40
821,5.907216494845361,0.5721649484536082,0.0979381443298969,-1.2061855670103092,0.34536082474226804,0.030927835051546393,10.391812865497077,194
823,18.2,1.4,0.0,1.3333333333333333,0.0,0.13333333333333333,0.18181818181818182,15
824,13.254901960784315,-0.125,0.012987012987012988,-0.525974025974026,0.006493506493506494,0.045454545454545456,1.4958677685950412,154
825,11.919642857142858,-1.3783783783783783,0.008928571428571428,-0.30357142857142855,0.026785714285714284,0.05357142857142857,2.2954545454545454,112
826,21.0,1.0,0.0,-1.0,0.0,0.0,0.0,1
827,17.416666666666668,-0.9375,0.0,1.9175257731958764,0.0,0.10309278350515463,0.2465753424657534,97
828,18.88888888888889,0.2222222222222222,0.0,0.15789473684210525,0.0,0.0,0.0,19
829,5.074285714285714,2.1264367816091956,0.15428571428571428,-0.8971428571428571,0.5085714285714286,0.06285714285714286,15.802083333333334,175
830,16.85,-0.10256410256410256,0.0,1.75,0.0,0.0,0.8787878787878788,40
831,9.063218390804598,-0.06321839080459771,0.017142857142857144,-0.68,0.08571428571428572,0.05142857142857143,6.003571428571429,175
832,19.384615384615383,-0.5,0.0,2.5384615384615383,0.0,0.0,0.0,13
833,18.8,0.2,0.0,2.4,0.0,0.0,0.0,5
834,16.085714285714285,-2.411764705882353,0.0,1.054054054054054,0.0,0.05405405405405406,0.34615384615384615,37
835,18.28205128205128,1.0263157894736843,0.0,1.2564102564102564,0.0,0.1282051282051282,0.1935483870967742,39
836,20.166666666666668,-1.25,0.0,1.1666666666666667,0.0,0.16666666666666666,0.0,12
837,15.071428571428571,-2.6666666666666665,0.0,2.0,0.0,0.07142857142857142,0.7878787878787878,42
838,10.950819672131148,-0.5573770491803278,0.0,0.08943089430894309,0.024390243902439025,0.04878048780487805,3.825242718446602,123
839,14.14179104477612,-2.0597014925373136,0.0,1.2686567164179106,0.022388059701492536,0.07462686567164178,2.1363636363636362,134
840,14.540983606557377,0.3770491803278688,0.0,0.5161290322580645,0.0,0.08064516129032258,0.38181818181818183,62
841,15.48,-2.375,0.0,0.24,0.0,0.08,0.25,25
842,6.660869565217391,1.6,0.06086956521739131,-1.1565217391304348,0.23478260869565218,0.08695652173913043,9.884210526315789,115
843,16.952380952380953,0.38095238095238093,0.0,0.7619047619047619,0.0,0.047619047619047616,0.05555555555555555,21
844,8.106382978723405,2.148936170212766,0.05319148936170213,-0.7553191489361702,0.0851063829787234,0.0425531914893617,5.809523809523809,94
845,12.25531914893617,1.4148936170212767,0.06382978723404255,-0.13829787234042554,0.10638297872340426,0.06382978723404255,4.7215189873417724,94
846,11.642857142857142,0.4857142857142857,0.0,0.2112676056338028,0.028169014084507043,0.028169014084507043,3.4754098360655736,71
847,17.885245901639344,-3.377049180327869,0.0,0.819672131147541,0.0,0.08196721311475409,0.1875,61
848,19.5,-3.0,0.0,0.5,0.0,0.0,0.0,2
849,18.0,-1.0,0.0,1.0,0.0,0.0,0.0,1
850,13.428571428571429,-2.232142857142857,0.0,-1.3035714285714286,0.0,0.05357142857142857,1.0217391304347827,56
851,19.59090909090909,-1.4285714285714286,0.0,0.6363636363636364,0.0,0.13636363636363635,0.0,22
852,16.27906976744186,-0.37209302325581395,0.0,-0.3181818181818182,0.0,0.06818181818181818,0.3157894736842105,44
853,14.647058823529411,-2.235294117647059,0.058823529411764705,-0.29411764705882354,0.0,0.058823529411764705,0.35714285714285715,34
854,16.636363636363637,-2.4545454545454546,0.0,-1.2727272727272727,0.0,0.18181818181818182,0.2222222222222222,11
855,10.666666666666666,-2.1666666666666665,0.0,-2.3333333333333335,0.0,0.0,2.7,12
856,17.833333333333332,-4.916666666666667,0.0,1.25,0.0,0.08333333333333333,0.0,12
